drug,n_targets_in_network,n_hub_targets,sum_centrality,mean_centrality,max_centrality,mean_degree,mean_betweenness,mean_closeness,mean_interaction_score,n_communities_hit,max_module_coverage,mean_module_coverage,n_targets_in_network_norm,n_hub_targets_norm,sum_centrality_norm,mean_centrality_norm,n_communities_hit_norm,max_module_coverage_norm,mean_module_coverage_norm,mean_interaction_score_norm,hub_component,centrality_component,module_component,evidence_component,drug_score
ESTRAMUSTINE PHOSPHATE SODIUM,1,0,0.1015881505251741,0.1015881505251741,0.1015881505251741,0.0123456790123456,0.0,0.2924187725631769,0.3125456621172291,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.03356909523281137,0.08435616880073842,0.0,0.0,0.0,0.0058470681476512805,0.0,0.04209139825662721,0.0,0.0058470681476512805,0.01712891271003345
ESTRIOL,1,0,0.1015881505251741,0.1015881505251741,0.1015881505251741,0.0123456790123456,0.0,0.2924187725631769,0.3125456621172291,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.03356909523281137,0.08435616880073842,0.0,0.0,0.0,0.0058470681476512805,0.0,0.04209139825662721,0.0,0.0058470681476512805,0.01712891271003345
(S)-LIQUIRITIGENIN,1,0,0.1015881505251741,0.1015881505251741,0.1015881505251741,0.0123456790123456,0.0,0.2924187725631769,0.3125456621172291,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.03356909523281137,0.08435616880073842,0.0,0.0,0.0,0.0058470681476512805,0.0,0.04209139825662721,0.0,0.0058470681476512805,0.01712891271003345
"ESTROGENS, ESTERIFIED (USP)",1,0,0.1015881505251741,0.1015881505251741,0.1015881505251741,0.0123456790123456,0.0,0.2924187725631769,0.3125456621172291,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.03356909523281137,0.08435616880073842,0.0,0.0,0.0,0.0058470681476512805,0.0,0.04209139825662721,0.0,0.0058470681476512805,0.01712891271003345
RALOXIFEN,1,0,0.1015881505251741,0.1015881505251741,0.1015881505251741,0.0123456790123456,0.0,0.2924187725631769,0.3125456621172291,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.03356909523281137,0.08435616880073842,0.0,0.0,0.0,0.0058470681476512805,0.0,0.04209139825662721,0.0,0.0058470681476512805,0.01712891271003345
ESTETROL,1,0,0.1015881505251741,0.1015881505251741,0.1015881505251741,0.0123456790123456,0.0,0.2924187725631769,0.3125456621172291,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.03356909523281137,0.08435616880073842,0.0,0.0,0.0,0.0058470681476512805,0.0,0.04209139825662721,0.0,0.0058470681476512805,0.01712891271003345
PCC0208017,1,0,0.1015881505251741,0.1015881505251741,0.1015881505251741,0.0123456790123456,0.0,0.2924187725631769,0.3125456621172291,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.03356909523281137,0.08435616880073842,0.0,0.0,0.0,0.0058470681476512805,0.0,0.04209139825662721,0.0,0.0058470681476512805,0.01712891271003345
"ESTROGENS, CONJUGATED SYNTHETIC A",1,0,0.1015881505251741,0.1015881505251741,0.1015881505251741,0.0123456790123456,0.0,0.2924187725631769,0.3125456621172291,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.03356909523281137,0.08435616880073842,0.0,0.0,0.0,0.0058470681476512805,0.0,0.04209139825662721,0.0,0.0058470681476512805,0.01712891271003345
"R,R-THC",1,0,0.1015881505251741,0.1015881505251741,0.1015881505251741,0.0123456790123456,0.0,0.2924187725631769,0.3125456621172291,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.03356909523281137,0.08435616880073842,0.0,0.0,0.0,0.0058470681476512805,0.0,0.04209139825662721,0.0,0.0058470681476512805,0.01712891271003345
DIARYLPROPIONITRILE,1,0,0.1015881505251741,0.1015881505251741,0.1015881505251741,0.0123456790123456,0.0,0.2924187725631769,0.3125456621172291,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.03356909523281137,0.08435616880073842,0.0,0.0,0.0,0.0058470681476512805,0.0,0.04209139825662721,0.0,0.0058470681476512805,0.01712891271003345
TAS-108,1,0,0.1015881505251741,0.1015881505251741,0.1015881505251741,0.0123456790123456,0.0,0.2924187725631769,0.3125456621172291,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.03356909523281137,0.08435616880073842,0.0,0.0,0.0,0.0058470681476512805,0.0,0.04209139825662721,0.0,0.0058470681476512805,0.01712891271003345
SIVIFENE,1,0,0.1015881505251741,0.1015881505251741,0.1015881505251741,0.0123456790123456,0.0,0.2924187725631769,0.3125456621172291,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.03356909523281137,0.08435616880073842,0.0,0.0,0.0,0.0058470681476512805,0.0,0.04209139825662721,0.0,0.0058470681476512805,0.01712891271003345
"SYNTHETIC CONJUGATED ESTROGENS, B",1,0,0.1015881505251741,0.1015881505251741,0.1015881505251741,0.0123456790123456,0.0,0.2924187725631769,0.3125456621172291,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.03356909523281137,0.08435616880073842,0.0,0.0,0.0,0.0058470681476512805,0.0,0.04209139825662721,0.0,0.0058470681476512805,0.01712891271003345
LY2245461,1,0,0.1015881505251741,0.1015881505251741,0.1015881505251741,0.0123456790123456,0.0,0.2924187725631769,0.3125456621172291,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.03356909523281137,0.08435616880073842,0.0,0.0,0.0,0.0058470681476512805,0.0,0.04209139825662721,0.0,0.0058470681476512805,0.01712891271003345
ALLYLESTRENOL,1,0,0.1015881505251741,0.1015881505251741,0.1015881505251741,0.0123456790123456,0.0,0.2924187725631769,0.2083637747448194,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.03356909523281137,0.08435616880073842,0.0,0.0,0.0,0.003862730958325235,0.0,0.04209139825662721,0.0,0.003862730958325235,0.017029695850567145
BAZEDOXIFENE ACETATE,1,0,0.1015881505251741,0.1015881505251741,0.1015881505251741,0.0123456790123456,0.0,0.2924187725631769,0.2083637747448194,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.03356909523281137,0.08435616880073842,0.0,0.0,0.0,0.003862730958325235,0.0,0.04209139825662721,0.0,0.003862730958325235,0.017029695850567145
HPTE,1,0,0.1015881505251741,0.1015881505251741,0.1015881505251741,0.0123456790123456,0.0,0.2924187725631769,0.2083637747448194,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.03356909523281137,0.08435616880073842,0.0,0.0,0.0,0.003862730958325235,0.0,0.04209139825662721,0.0,0.003862730958325235,0.017029695850567145
DIETHYLSTILBESTROL DIPHOSPHATE,1,0,0.1015881505251741,0.1015881505251741,0.1015881505251741,0.0123456790123456,0.0,0.2924187725631769,0.2083637747448194,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.03356909523281137,0.08435616880073842,0.0,0.0,0.0,0.003862730958325235,0.0,0.04209139825662721,0.0,0.003862730958325235,0.017029695850567145
NORENDOXIFEN,1,0,0.1015881505251741,0.1015881505251741,0.1015881505251741,0.0123456790123456,0.0,0.2924187725631769,0.2083637747448194,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.03356909523281137,0.08435616880073842,0.0,0.0,0.0,0.003862730958325235,0.0,0.04209139825662721,0.0,0.003862730958325235,0.017029695850567145
HMN-214,1,0,0.0869379107340159,0.0869379107340159,0.0869379107340159,0.037037037037037,0.0106188004281686,0.2131578947368421,2.019525817,1,0.1111111111111111,0.1111111111111111,0.0,0.0,0.01111282222130852,0.02792553986492383,0.0,0.09523809523809525,0.09523809523809525,0.03835966979276649,0.0,0.01393407307013141,0.04761904761904762,0.03835966979276649,0.017015422241500412
POLO-LIKE KINASE 1 INHIBITOR GSK461364,1,0,0.0869379107340159,0.0869379107340159,0.0869379107340159,0.037037037037037,0.0106188004281686,0.2131578947368421,2.019525817,1,0.1111111111111111,0.1111111111111111,0.0,0.0,0.01111282222130852,0.02792553986492383,0.0,0.09523809523809525,0.09523809523809525,0.03835966979276649,0.0,0.01393407307013141,0.04761904761904762,0.03835966979276649,0.017015422241500412
IDOXIFENE,1,0,0.1015881505251741,0.1015881505251741,0.1015881505251741,0.0123456790123456,0.0,0.2924187725631769,0.1562728310586145,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.03356909523281137,0.08435616880073842,0.0,0.0,0.0,0.0028705623636622116,0.0,0.04209139825662721,0.0,0.0028705623636622116,0.016980087420833994
FAM-TRASTUZUMAB DERUXTECAN-NXKI,1,0,0.1015881505251741,0.1015881505251741,0.1015881505251741,0.0123456790123456,0.0,0.2924187725631769,0.1562728310586145,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.03356909523281137,0.08435616880073842,0.0,0.0,0.0,0.0028705623636622116,0.0,0.04209139825662721,0.0,0.0028705623636622116,0.016980087420833994
CYCLOFENIL,1,0,0.1015881505251741,0.1015881505251741,0.1015881505251741,0.0123456790123456,0.0,0.2924187725631769,0.1562728310586145,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.03356909523281137,0.08435616880073842,0.0,0.0,0.0,0.0028705623636622116,0.0,0.04209139825662721,0.0,0.0028705623636622116,0.016980087420833994
PCC0105003,1,0,0.1015881505251741,0.1015881505251741,0.1015881505251741,0.0123456790123456,0.0,0.2924187725631769,0.1562728310586145,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.03356909523281137,0.08435616880073842,0.0,0.0,0.0,0.0028705623636622116,0.0,0.04209139825662721,0.0,0.0028705623636622116,0.016980087420833994
TOREMIFENE,1,0,0.1015881505251741,0.1015881505251741,0.1015881505251741,0.0123456790123456,0.0,0.2924187725631769,0.1442518440541057,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.03356909523281137,0.08435616880073842,0.0,0.0,0.0,0.0026416003802784372,0.0,0.04209139825662721,0.0,0.0026416003802784372,0.016968639321664807
"ESTROGENS, CONJUGATED (USP)",1,0,0.1015881505251741,0.1015881505251741,0.1015881505251741,0.0123456790123456,0.0,0.2924187725631769,0.1389091831632129,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.03356909523281137,0.08435616880073842,0.0,0.0,0.0,0.0025398394987745376,0.0,0.04209139825662721,0.0,0.0025398394987745376,0.01696355127758961
FULVESTRANT,1,0,0.1015881505251741,0.1015881505251741,0.1015881505251741,0.0123456790123456,0.0,0.2924187725631769,0.1302273592155121,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.03356909523281137,0.08435616880073842,0.0,0.0,0.0,0.0023744780663307002,0.0,0.04209139825662721,0.0,0.0023744780663307002,0.01695528320596742
QUINESTROL,1,0,0.1015881505251741,0.1015881505251741,0.1015881505251741,0.0123456790123456,0.0,0.2924187725631769,0.1250182648468916,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.03356909523281137,0.08435616880073842,0.0,0.0,0.0,0.002275261206864398,0.0,0.04209139825662721,0.0,0.002275261206864398,0.016950322362994104
CHLOROTRIANISENE,1,0,0.1015881505251741,0.1015881505251741,0.1015881505251741,0.0123456790123456,0.0,0.2924187725631769,0.1250182648468916,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.03356909523281137,0.08435616880073842,0.0,0.0,0.0,0.002275261206864398,0.0,0.04209139825662721,0.0,0.002275261206864398,0.016950322362994104
TRILOSTANE,1,0,0.1015881505251741,0.1015881505251741,0.1015881505251741,0.0123456790123456,0.0,0.2924187725631769,0.1041818873724097,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.03356909523281137,0.08435616880073842,0.0,0.0,0.0,0.0018783937689991895,0.0,0.04209139825662721,0.0,0.0018783937689991895,0.016930478991100843
DROLOXIFENE,1,0,0.1015881505251741,0.1015881505251741,0.1015881505251741,0.0123456790123456,0.0,0.2924187725631769,0.1041818873724097,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.03356909523281137,0.08435616880073842,0.0,0.0,0.0,0.0018783937689991895,0.0,0.04209139825662721,0.0,0.0018783937689991895,0.016930478991100843
ALENDRONATE SODIUM,1,0,0.1015881505251741,0.1015881505251741,0.1015881505251741,0.0123456790123456,0.0,0.2924187725631769,0.1041818873724097,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.03356909523281137,0.08435616880073842,0.0,0.0,0.0,0.0018783937689991895,0.0,0.04209139825662721,0.0,0.0018783937689991895,0.016930478991100843
NARINGENIN,1,0,0.1015881505251741,0.1015881505251741,0.1015881505251741,0.0123456790123456,0.0,0.2924187725631769,0.089298761,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.03356909523281137,0.08435616880073842,0.0,0.0,0.0,0.0015949170351918789,0.0,0.04209139825662721,0.0,0.0015949170351918789,0.016916305154410477
EXEMESTANE,1,0,0.1015881505251741,0.1015881505251741,0.1015881505251741,0.0123456790123456,0.0,0.2924187725631769,0.073540156,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.03356909523281137,0.08435616880073842,0.0,0.0,0.0,0.001294765187859531,0.0,0.04209139825662721,0.0,0.001294765187859531,0.016901297562043862
GOSERELIN ACETATE,1,0,0.1015881505251741,0.1015881505251741,0.1015881505251741,0.0123456790123456,0.0,0.2924187725631769,0.069454592,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.03356909523281137,0.08435616880073842,0.0,0.0,0.0,0.0012169480471929215,0.0,0.04209139825662721,0.0,0.0012169480471929215,0.01689740670501053
SACITUZUMAB GOVITECAN,1,0,0.1015881505251741,0.1015881505251741,0.1015881505251741,0.0123456790123456,0.0,0.2924187725631769,0.069454592,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.03356909523281137,0.08435616880073842,0.0,0.0,0.0,0.0012169480471929215,0.0,0.04209139825662721,0.0,0.0012169480471929215,0.01689740670501053
ESTRONE,1,0,0.1015881505251741,0.1015881505251741,0.1015881505251741,0.0123456790123456,0.0,0.2924187725631769,0.056826484,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.03356909523281137,0.08435616880073842,0.0,0.0,0.0,0.0009764223188995604,0.0,0.04209139825662721,0.0,0.0009764223188995604,0.01688538041859586
CHEMBL:CHEMBL600336,1,0,0.1015881505251741,0.1015881505251741,0.1015881505251741,0.0123456790123456,0.0,0.2924187725631769,0.056826484,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.03356909523281137,0.08435616880073842,0.0,0.0,0.0,0.0009764223188995604,0.0,0.04209139825662721,0.0,0.0009764223188995604,0.01688538041859586
AFIMOXIFENE,1,0,0.1015881505251741,0.1015881505251741,0.1015881505251741,0.0123456790123456,0.0,0.2924187725631769,0.04464938,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.03356909523281137,0.08435616880073842,0.0,0.0,0.0,0.0007444867979090844,0.0,0.04209139825662721,0.0,0.0007444867979090844,0.01687378364254634
NERATINIB,1,0,0.1015881505251741,0.1015881505251741,0.1015881505251741,0.0123456790123456,0.0,0.2924187725631769,0.04464938,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.03356909523281137,0.08435616880073842,0.0,0.0,0.0,0.0007444867979090844,0.0,0.04209139825662721,0.0,0.0007444867979090844,0.01687378364254634
CAPIVASERTIB,1,0,0.1015881505251741,0.1015881505251741,0.1015881505251741,0.0123456790123456,0.0,0.2924187725631769,0.04464938,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.03356909523281137,0.08435616880073842,0.0,0.0,0.0,0.0007444867979090844,0.0,0.04209139825662721,0.0,0.0007444867979090844,0.01687378364254634
ETHINYL ESTRADIOL,1,0,0.1015881505251741,0.1015881505251741,0.1015881505251741,0.0123456790123456,0.0,0.2924187725631769,0.031254566,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.03356909523281137,0.08435616880073842,0.0,0.0,0.0,0.0004893577324383023,0.0,0.04209139825662721,0.0,0.0004893577324383023,0.0168610271892728
IXABEPILONE,1,0,0.1015881505251741,0.1015881505251741,0.1015881505251741,0.0123456790123456,0.0,0.2924187725631769,0.028413242,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.03356909523281137,0.08435616880073842,0.0,0.0,0.0,0.0004352394492863523,0.0,0.04209139825662721,0.0,0.0004352394492863523,0.0168583212751152
BITHIONOL,1,0,0.1015881505251741,0.1015881505251741,0.1015881505251741,0.0123456790123456,0.0,0.2924187725631769,0.026045472,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.03356909523281137,0.08435616880073842,0.0,0.0,0.0,0.00039014087999306065,0.0,0.04209139825662721,0.0,0.00039014087999306065,0.016856066346650538
ERIBULIN MESYLATE,1,0,0.1015881505251741,0.1015881505251741,0.1015881505251741,0.0123456790123456,0.0,0.2924187725631769,0.025003653,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.03356909523281137,0.08435616880073842,0.0,0.0,0.0,0.0003702975056946415,0.0,0.04209139825662721,0.0,0.0003702975056946415,0.016855074177935615
LAPATINIB,1,0,0.1015881505251741,0.1015881505251741,0.1015881505251741,0.0123456790123456,0.0,0.2924187725631769,0.020164236,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.03356909523281137,0.08435616880073842,0.0,0.0,0.0,0.0002781218370639747,0.0,0.04209139825662721,0.0,0.0002781218370639747,0.016850465394504084
DIETHYLSTILBESTROL,1,0,0.1015881505251741,0.1015881505251741,0.1015881505251741,0.0123456790123456,0.0,0.2924187725631769,0.018942161,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.03356909523281137,0.08435616880073842,0.0,0.0,0.0,0.0002548451530663316,0.0,0.04209139825662721,0.0,0.0002548451530663316,0.0168493015603042
OLAPARIB,1,0,0.1015881505251741,0.1015881505251741,0.1015881505251741,0.0123456790123456,0.0,0.2924187725631769,0.014206621,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.03356909523281137,0.08435616880073842,0.0,0.0,0.0,0.0001646480144797482,0.0,0.04209139825662721,0.0,0.0001646480144797482,0.016844791703374874
DOCETAXEL ANHYDROUS,1,0,0.1015881505251741,0.1015881505251741,0.1015881505251741,0.0123456790123456,0.0,0.2924187725631769,0.007531221,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.03356909523281137,0.08435616880073842,0.0,0.0,0.0,3.7502645858455e-05,0.0,0.04209139825662721,0.0,3.7502645858455e-05,0.016838434434943806
"(10R)-10-METHYL-3-(6-METHYLPYRIDIN-3-YL)-9,10,11,12-TETRAHYDRO-8H-[1,4]DIAZEPINO[5',6':4,5]THIENO[3,2-F]QUINOLIN-8-ONE",1,0,0.0869379107340159,0.0869379107340159,0.0869379107340159,0.037037037037037,0.0106188004281686,0.2131578947368421,1.346350544504987,1,0.1111111111111111,0.1111111111111111,0.0,0.0,0.01111282222130852,0.02792553986492383,0.0,0.09523809523809525,0.09523809523809525,0.02553779871865589,0.0,0.01393407307013141,0.04761904761904762,0.02553779871865589,0.016374328687794884
PF-00477736,1,0,0.0869379107340159,0.0869379107340159,0.0869379107340159,0.037037037037037,0.0106188004281686,0.2131578947368421,1.009762908,1,0.1111111111111111,0.1111111111111111,0.0,0.0,0.01111282222130852,0.02792553986492383,0.0,0.09523809523809525,0.09523809523809525,0.01912686317669639,0.0,0.01393407307013141,0.04761904761904762,0.01912686317669639,0.016053781910696906
ULIXERTINIB,1,0,0.0869379107340159,0.0869379107340159,0.0869379107340159,0.037037037037037,0.0106188004281686,0.2131578947368421,0.4039051633514962,1,0.1111111111111111,0.1111111111111111,0.0,0.0,0.01111282222130852,0.02792553986492383,0.0,0.09523809523809525,0.09523809523809525,0.007587179221367968,0.0,0.01393407307013141,0.04761904761904762,0.007587179221367968,0.015476797712930486
MILCICLIB,1,0,0.0869379107340159,0.0869379107340159,0.0869379107340159,0.037037037037037,0.0106188004281686,0.2131578947368421,0.3671865121377238,1,0.1111111111111111,0.1111111111111111,0.0,0.0,0.01111282222130852,0.02792553986492383,0.0,0.09523809523809525,0.09523809523809525,0.006887804435759348,0.0,0.01393407307013141,0.04761904761904762,0.006887804435759348,0.015441828973650056
DABRAFENIB,1,0,0.0869379107340159,0.0869379107340159,0.0869379107340159,0.037037037037037,0.0106188004281686,0.2131578947368421,0.2991890098899971,1,0.1111111111111111,0.1111111111111111,0.0,0.0,0.01111282222130852,0.02792553986492383,0.0,0.09523809523809525,0.09523809523809525,0.00559266594389153,0.0,0.01393407307013141,0.04761904761904762,0.00559266594389153,0.015377072049056664
TRAMETINIB DIMETHYL SULFOXIDE,1,0,0.0869379107340159,0.0869379107340159,0.0869379107340159,0.037037037037037,0.0106188004281686,0.2131578947368421,0.2827336143460473,1,0.1111111111111111,0.1111111111111111,0.0,0.0,0.01111282222130852,0.02792553986492383,0.0,0.09523809523809525,0.09523809523809525,0.005279242428859521,0.0,0.01393407307013141,0.04761904761904762,0.005279242428859521,0.015361400873305064
